orden;token;cat1;lema
31227;aparecería;v;aparecer
31228;medio;n;medio
31229;estudiada;v;estudiar
31230;sacadas;v;sacar
31231;continúo;v;continuar
31232;explicaban;v;explicar
31233;sirvieran;v;servir
31234;proyecto;n;proyecto
31235;ofrecerme;v;ofrecer
31236;vista;n;vista
31237;jugué;v;jugar
31238;dedicando;v;dedicar
31239;descubran;v;descubrir
31240;constituirá;v;constituir
31241;meterte;v;meter
31242;ayudé;v;ayudar
31243;publicas;v;publicar
31244;asegurados;v;asegurar
31245;asegure;v;asegurar
31246;aumenten;v;aumentar
31247;sufran;v;sufrir
31248;evitaron;v;evitar
31249;responderá;v;responder
31250;olvidaran;v;olvidar
31251;acordarme;v;acordar
31252;echándose;v;echar
31253;falten;v;faltar
31254;bajen;v;bajar
31255;interesarme;v;interesar
31256;aprendiera;v;aprender
31257;denominamos;v;denominar
31258;resuelta;v;resolver
31259;entregarme;v;entregar
31260;negándose;v;negar
31261;corté;v;cortar
31262;halle;v;hallar
31263;despertaban;v;despertar
31264;tire;v;tirar
31265;vestirme;v;vestir
31266;colocarlo;v;colocar
31267;retirarme;v;retirar
31268;viajarán;v;viajar
31269;visitarnos;v;visitar
31270;notaron;v;notar
31271;impedirlo;v;impedir
31272;manifestada;v;manifestar
31273;mejorada;v;mejorar
31274;mejorados;v;mejorar
31275;contempladas;v;contemplar
31276;asumo;v;asumir
31277;incorpore;v;incorporar
31278;menciono;v;mencionar
31279;requeridas;v;requerer
31280;expuse;v;exponer
31281;contribuya;v;contribuir
31282;contribuyan;v;contribuir
31283;prestaban;v;prestar
31284;encargarse;v;encargar
31285;luchamos;v;luchar
31286;amas;v;amar
31287;evoluciones;n;evolución
31288;solicitará;v;solicitar
31289;probarlo;v;probar
31290;satisfacen;v;satisfacer
31291;marche;v;marchar
31292;amenazas;v;amenazar
31293;prohibiendo;v;prohibir
31294;mayor;n;mayor
31295;disfruté;v;disfrutar
31296;apuntados;v;apuntar
31297;opinaron;v;opinar
31298;atrajeron;v;atraer
31299;alegría;n;alegría
31300;sumen;v;sumar
31301;cultivarse;v;cultivar
31302;favorezca;v;favorecer
31303;leches;n;leche
31304;ceden;v;ceder
31305;cedida;v;ceder
31306;encabezando;v;encabezar
31307;condenada;v;condenar
31308;confiamos;v;confiar
31309;revisarse;v;revisar
31310;confundieron;v;confundir
31311;callara;v;callar
31312;equivocadas;v;equivocar
31313;ejecutando;v;ejecutar
31314;depósito;n;depósito
31315;empujaban;v;empujar
31316;empujados;v;empujar
31317;fallecer;v;fallecer
31318;adelantarse;v;adelantar
31319;colgado;v;colgar
31320;paseándose;v;pasear
31321;habitó;v;habitar
31322;limpiarse;v;limpiar
31323;accedieron;v;acceder
31324;critico;v;criticar
31325;precisado;v;precisar
31326;apagan;v;apagar
31327;obispo;n;obispo
31328;concebidas;v;concebir
31329;culta;n;culto
31330;admiró;v;admirar
31331;aspiro;v;aspirar
31332;quejándose;v;quejar
31333;absorbió;v;absorber
31334;dibujan;v;dibujar
31335;anotando;v;anotar
31336;vocaciones;n;vocación
31337;castigada;v;castigar
31338;contrataron;v;contratar
31339;divertían;v;divertir
31340;precisiones;n;precisión
31341;atrapadas;v;atrapar
31342;murmuré;v;murmurar
31343;disputaban;v;disputar
31344;capturadas;v;capturar
31345;consolidaron;v;consolidar
31346;asignaron;v;asignar
31347;valoradas;v;valorar
31348;valoran;v;valorar
31349;estómagos;n;estómago
31350;acogen;v;acoger
31351;descarto;v;descartar
31352;protestado;v;protestar
31353;fortaleciendo;v;fortalecer
31354;abstraído;v;abstraer
31355;sudores;n;sudor
31356;administradas;v;administrar
31357;criando;v;criar
31358;reforzaron;v;reforzar
31359;desesperadas;j;desesperado
31360;aceleran;v;acelerar
31361;detallan;v;detallar
31362;evaluado;v;evaluar
31363;deshecha;v;deshacer
31364;ajustadas;v;ajustar
31365;avisa;v;avisar
31366;ruedan;v;rodar
31367;desviando;v;desviar
31368;heredan;v;heredar
31369;suroeste;n;suroeste
31370;licenciados;n;licenciado
31371;planean;v;planear
31372;estiraba;v;estirar
31373;restablecieron;v;restablecer
31374;florece;v;florecer
31375;florecen;v;florecer
31376;adornar;v;adornar
31377;rogué;v;rogar
31378;aconsejar;v;aconsejar
31379;alivia;v;aliviar
31380;frustradas;v;frustrar
31381;madrileñas;j;madrileño
31382;inunda;v;inundar
31383;inundada;v;inundar
31384;tropecé;v;tropezar
31385;devoraba;v;devorar
31386;devorados;v;devorar
31387;protagonizadas;v;protagonizar
31388;empeñaba;v;empeñar
31389;batió;v;batir
31390;simpáticas;j;simpático
31391;transferida;v;transferir
31392;empates;n;empate
31393;alegar;v;alegar
31394;alegaron;v;alegar
31395;injustas;j;injusto
31396;correspondencias;n;correspondencia
31397;cazando;v;cazar
31398;transparencias;n;transparencia
31399;licenciados;v;licenciar
31400;persistió;v;persistir
31401;bloqueado;v;bloquear
31402;nieblas;n;niebla
31403;sumamos;v;sumir
31404;disimulaba;v;disimular
31405;procesan;v;procesar
31406;enreda;v;enredar
31407;enredó;v;enredar
31408;irlandesas;j;irlandés
31409;desencadenan;v;desencadenar
31410;insólitas;j;insólito
31411;vagos;j;vago
31412;apresuraron;v;apresurar
31413;intercambiaron;v;intercambiar
31414;trepando;v;trepar
31415;coronadas;v;coronar
31416;adhieren;v;adherir
31417;mudaron;v;mudar
31418;recubrir;v;recubrir
31419;vuelca;v;volcar
31420;reservaba;v;reservar
31421;bárbaros;j;bárbaro
31422;agradar;v;agradar
31423;discurría;v;discurrir
31424;fundamentar;v;fundamentar
31425;duelos;n;duelo
31426;dispersarse;v;dispersar
31427;vinculaciones;n;vinculación
31428;irritaba;v;irritar
31429;revolucionaria;n;revolucionario
31430;rock;n;rock
31431;aferrarse;v;aferrar
31432;diluida;v;diluir
31433;diluir;v;diluir
31434;reposaba;v;reposar
31435;moviliza;v;movilizar
31436;traicionó;v;traicionar
31437;presiente;v;presentir
31438;umbral;n;umbral
31439;enlazan;v;enlazar
31440;consiguientes;j;consiguiente
31441;originarias;j;originario
31442;apure;v;apurar
31443;empapadas;v;empapar
31444;melancólicos;j;melancólico
31445;rojizos;j;rojizo
31446;propicias;j;propicio
31447;vigorosos;j;vigoroso
31448;soberanos;j;soberano
31449;elude;v;eludir
31450;acontece;v;acontecer
31451;descalzas;j;descalzo
31452;guardiana;n;guardián
31453;divulgó;v;divulgar
31454;notorios;j;notorio
31455;predica;v;predicar
31456;repasaba;v;repasar
31457;gemidos;v;gemir
31458;desmentir;v;desmentir
31459;calvas;j;calvo
31460;encajar;v;encajar
31461;canastas;n;canasta
31462;sangrientas;j;sangriento
31463;vague;v;vagar
31464;esquís;n;esquí
31465;interpuesto;v;interponer
31466;agacha;v;agachar
31467;desvanecía;v;desvanecer
31468;malignas;j;maligno
31469;indiscutibles;j;indiscutible
31470;yerbas;n;yerba
31471;cabinas;n;cabina
31472;pequeñitas;j;pequeñito
31473;calzar;v;calzar
31474;perfilando;v;perfilar
31475;asada;v;asar
31476;topó;v;topar
31477;destituir;v;destituir
31478;actualizada;v;actualizar
31479;análogas;j;análogo
31480;envejece;v;envejecer
31481;envejecido;v;envejecer
31482;contagia;v;contagiar
31483;renace;v;renacer
31484;altísimos;j;altísimo
31485;arcaicos;j;arcaico
31486;colmado;v;colmar
31487;jovencitas;n;jovencito
31488;caseras;j;casero
31489;cocineros;n;cocinero
31490;inventarios;n;inventario
31491;soberbios;j;soberbio
31492;sacramento;n;sacramento
31493;azotó;v;azotar
31494;acechan;v;acechar
31495;empeorar;v;empeorar
31496;empeoró;v;empeorar
31497;abastece;v;abastecer
31498;capacitada;v;capacitar
31499;especializa;v;especializar
31500;adentrándose;v;adentrar
31501;envidiar;v;envidiar
31502;compareció;v;comparecer
31503;cerámicas;j;cerámico
31504;ambulancias;n;ambulancia
31505;evangélico;j;evangélico
31506;distorsiona;v;distorsionar
31507;métrico;j;métrico
31508;tosió;v;toser
31509;emblemáticas;j;emblemático
31510;emblemáticos;j;emblemático
31511;devastado;v;devastar
31512;osado;v;osar
31513;idónea;j;idóneo
31514;idóneos;j;idóneo
31515;derrotada;j;derrotado
31516;derrotados;j;derrotado
31517;cafeterías;n;cafetería
31518;deslumbró;v;deslumbrar
31519;incendiado;v;incendiar
31520;desamparada;v;desamparar
31521;ansiada;v;ansiar
31522;provocaciones;n;provocación
31523;desgarrado;v;desgarrar
31524;industrializada;v;industrializar
31525;mansos;j;manso
31526;materializó;v;materializar
31527;ruidosos;j;ruidoso
31528;lío;v;liar
31529;indoeuropea;j;indoeuropeo
31530;galopar;v;galopar
31531;socorrer;v;socorrer
31532;indefensos;j;indefenso
31533;pintas;n;pinta
31534;ensanchar;v;ensanchar
31535;engendra;v;engendrar
31536;obsoletas;j;obsoleto
31537;roedor;n;roedor
31538;psíquicas;j;psíquico
31539;sobreviviente;n;sobreviviente
31540;hocicos;n;hocico
31541;cortesanos;j;cortesano
31542;casinos;n;casino
31543;delictiva;j;delictivo
31544;delictivas;j;delictivo
31545;homicidios;n;homicidio
31546;sociológica;j;sociológico
31547;desgastado;v;desgastar
31548;reglamentaciones;n;reglamentación
31549;borracheras;n;borrachera
31550;progresiones;n;progresión
31551;incorrectas;j;incorrecto
31552;apresurada;j;apresurado
31553;auxiliar;j;auxiliar
31554;alzada;j;alzado
31555;inmaculado;j;inmaculado
31556;azulada;j;azulado
31557;deformaciones;n;deformación
31558;laboran;v;laborar
31559;castaños;j;castaño
31560;aliaron;v;aliar
31561;reformado;j;reformado
31562;responsabiliza;v;responsabilizar
31563;independentistas;j;independentista
31564;borroso;j;borroso
31565;cardíacos;j;cardíaco
31566;dilata;v;dilatar
31567;desbaratar;v;desbaratar
31568;halagado;v;halagar
31569;tácticos;j;táctico
31570;peludos;j;peludo
31571;merengues;n;merengue
31572;primitivo;n;primitivo
31573;escéptica;j;escéptico
31574;pendejos;n;pendejo
31575;inaceptables;j;inaceptable
31576;señoriales;j;señorial
31577;taburetes;n;taburete
31578;infructuosos;j;infructuoso
31579;despectiva;j;despectivo
31580;subdesarrollado;j;subdesarrollado
31581;hormigueros;n;hormiguero
31582;ininterrumpido;j;ininterrumpido
31583;urbes;n;urbe
31584;sinuosas;j;sinuoso
31585;fineses;j;finés
31586;muletas;n;muleta
31587;arenosos;j;arenoso
31588;aterrorizado;v;aterrorizar
31589;dolientes;j;doliente
31590;supersónicos;j;supersónico
31591;entrecerrados;v;entrecerrar
31592;codiciada;v;codiciar
31593;diabólica;j;diabólico
31594;normalizar;v;normalizar
31595;bandido;n;bandido
31596;asoló;v;asolar
31597;aromático;j;aromático
31598;estantería;n;estantería
31599;fraudulentas;j;fraudulento
31600;mudéjares;j;mudéjar
31601;recreativas;j;recreativo
31602;impresora;n;impresor
31603;aparatosa;j;aparatoso
31604;virtuoso;j;virtuoso
31605;frondosos;j;frondoso
31606;regimiento;n;regimiento
31607;barbuda;j;barbudo
31608;intencionada;j;intencionado
31609;ignorantes;j;ignorante
31610;finos;n;fino
31611;reaccionarios;j;reaccionario
31612;columnistas;n;columnista
31613;comunicativo;j;comunicativo
31614;palmadas;n;palmada
31615;boas;n;boa
31616;erizado;j;erizado
31617;pelirrojo;j;pelirrojo
31618;albanesa;j;albanés
31619;basto;j;basto
31620;prácticos;n;práctico
31621;bandolero;n;bandolero
31622;célebres;n;célebre
31623;ponencias;n;ponencia
31624;modesto;n;modesto
31625;manejada;j;manejado
31626;ambicioso;n;ambicioso
31627;supervisores;n;supervisor
31628;tendente;j;tendente
31629;bostezos;n;bostezo
31630;monográfico;j;monográfico
31631;doméstica;n;doméstico
31632;magnates;n;magnate
31633;sombreado;v;sombrear
31634;proteccionista;j;proteccionista
31635;participativo;j;participativo
31636;brincos;n;brinco
31637;hendidura;n;hendidura
31638;interactúan;v;interactuar
31639;céntimo;n;céntimo
31640;atril;n;atril
31641;doctorado;v;doctorar
31642;insensato;j;insensato
31643;porosa;j;poroso
31644;bobo;n;bobo
31645;rugosa;j;rugoso
31646;homólogos;n;homólogo
31647;espiral;j;espiral
31648;marxista;n;marxista
31649;alegórica;j;alegórico
31650;insignias;n;insignia
31651;deslindar;v;deslindar
31652;rarísimo;j;rarísimo
31653;peinado;j;peinado
31654;leonés;j;leonés
31655;girasol;n;girasol
31656;empanada;n;empanada
31657;diminutivo;n;diminutivo
31658;sismos;n;sismo
31659;maniquíes;n;maniquí
31660;sedientos;j;sediento
31661;planchar;v;planchar
31662;antagónicos;j;antagónico
31663;carcinomas;n;carcinoma
31664;platónica;j;platónico
31665;piropo;n;piropo
31666;cantata;n;cantata
31667;supresores;j;supresor
31668;augurio;n;augurio
31669;operetas;n;opereta
31670;circunscripción;n;circunscripción
31671;gordita;j;gordito
31672;remarcó;v;remarcar
31673;adjetiva;j;adjetivo
31674;deformes;j;deforme
31675;renombrado;j;renombrado
31676;antipática;j;antipático
31677;serenatas;n;serenata
31678;estrepitosa;j;estrepitoso
31679;gansos;n;ganso
31680;bolsones;n;bolsón
31681;custodios;n;custodio
31682;conciliador;j;conciliador
31683;vítrea;j;vítreo
31684;concursantes;n;concursante
31685;condecoración;n;condecoración
31686;relincho;n;relincho
31687;relinchos;n;relincho
31688;fortuito;j;fortuito
31689;amplísima;j;amplísimo
31690;orines;n;orín
31691;descarada;j;descarado
31692;estatutaria;j;estatutario
31693;desesperados;n;desesperado
31694;pasito;n;pasito
31695;boba;j;bobo
31696;interpretativa;j;interpretativo
31697;finlandés;n;finlandés
31698;tranco;n;tranco
31699;padecimiento;n;padecimiento
31700;cuchilla;n;cuchilla
31701;diestro;n;diestro
31702;psicoanalista;n;psicoanalista
31703;pastosa;j;pastoso
31704;impar;j;impar
31705;injurias;n;injuria
31706;irrelevante;j;irrelevante
31707;manguera;n;manguera
31708;motetes;n;motete
31709;prospecto;n;prospecto
31710;nipona;n;nipón
31711;carraspeó;v;carraspear
31712;genetistas;n;genetista
31713;cautivos;n;cautivo
31714;amoríos;n;amorío
31715;apremiante;j;apremiante
31716;varado;v;varar
31717;postergada;j;postergado
31718;ligamentos;n;ligamento
31719;inimaginable;j;inimaginable
31720;gravamen;n;gravamen
31721;aparejo;n;aparejo
31722;identificables;j;identificable
31723;ensenada;j;ensenado
31724;jaleo;n;jaleo
31725;tajada;n;tajada
31726;penalización;n;penalización
31727;paracaidistas;n;paracaidista
31728;pinacoteca;n;pinacoteca
31729;alzamiento;n;alzamiento
31730;contragolpe;n;contragolpe
31731;regulares;n;regular
31732;lubricantes;j;lubricante
31733;locuciones;n;locución
31734;moscas;j;mosca
31735;migajas;n;migaja
31736;hortensia;n;hortensia
31737;pérfida;j;pérfido
31738;durmiente;n;durmiente
31739;pectorales;j;pectoral
31740;pomada;n;pomada
31741;rastrillo;n;rastrillo
31742;canalización;n;canalización
31743;airada;j;airada
31744;sanear;v;sanear
31745;silente;j;silente
31746;vectorial;j;vectorial
31747;amortización;n;amortización
31748;escapulario;n;escapulario
31749;alarifes;n;alarife
31750;coacción;n;coacción
31751;almidonado;v;almidonar
31752;esquistos;n;esquisto
31753;palacete;n;palacete
31754;ojal;n;ojal
31755;virginal;j;virginal
31756;paganos;n;pagano
31757;indiscreción;n;indiscreción
31758;puntitos;n;puntito
31759;tonada;n;tonada
31760;criadores;n;criador
31761;intolerante;j;intolerante
31762;inmejorable;j;inmejorable
31763;predadores;n;predador
31764;cortinajes;n;cortinaje
31765;colorado;v;colorar
31766;prebendas;n;prebenda
31767;cursi;n;cursi
31768;ponderación;n;ponderación
31769;irreductible;j;irreductible
31770;rodajas;n;rodaja
31771;corola;n;corola
31772;protistas;n;protista
31773;constatación;n;constatación
31774;canastilla;n;canastilla
31775;desamor;n;desamor
31776;hoya;n;hoya
31777;inhalación;n;inhalación
31778;laboristas;n;laborista
31779;petardos;n;petardo
31780;locuaz;j;locuaz
31781;pechera;n;pechera
31782;judo;n;judo
31783;egresos;n;egreso
31784;monedero;n;monedero
31785;perejil;n;perejil
31786;chucho;n;chucho
31787;laringe;n;laringe
31788;etiología;n;etiología
31789;achaques;n;achaque
31790;cuño;n;cuño
31791;bajón;n;bajón
31792;trigonometría;n;trigonometría
31793;andanada;n;andanada
31794;inconmensurable;j;inconmensurable
31795;perturbada;j;perturbado
31796;cargadores;j;cargador
31797;asentimiento;n;asentimiento
31798;deferencia;n;deferencia
31799;carroña;n;carroña
31800;almíbar;n;almíbar
31801;testa;n;testa
31802;interventora;j;interventor
31803;teselas;n;tesela
31804;mineralogía;n;mineralogía
31805;ingratitud;n;ingratitud
31806;anuencia;n;anuencia
31807;inasible;j;inasible
31808;apostura;n;apostura
31809;abordaje;n;abordaje
31810;afortunado;v;afortunar
31811;garúa;n;garúa
31812;autosuficiencia;n;autosuficiencia
31813;vocecita;n;vocecita
31814;pornografía;n;pornografía
31815;estúpidamente;r;estúpidamente
31816;ciernes;n;cierne
31817;neorrealismo;n;neorrealismo
31818;solterona;n;solterona
31819;derby;n;derby
31820;buceo;n;buceo
31821;capos;x;capos
31822;falsamente;r;falsamente
31823;autoinmunes;j;autoinmunes
31824;albañilería;n;albañilería
31825;agobiado;j;agobiado
31826;legislativo;n;legislativo
31827;mia;n;mia
31828;dinamarca;n;dinamarca
31829;ionizantes;j;ionizante
31830;editadas;j;editado
31831;karma;n;karma
31832;baptistas;n;baptistas
31833;frank;n;frank
31834;atropelladamente;r;atropelladamente
31835;refriega;n;refriega
31836;simbólicamente;r;simbólicamente
31837;condescendencia;n;condescendencia
31838;sofía;n;sofía
31839;cormorán;n;cormorán
31840;aniquilación;n;aniquilación
31841;malhumor;n;malhumor
31842;francisco;n;francisco
31843;tecnológicamente;r;tecnológicamente
31844;ignición;n;ignición
31845;humus;n;humus
31846;leonardo;n;leonardo
31847;opositoras;j;opositor
31848;mimetismo;n;mimetismo
31849;dinástica;j;dinástico
31850;mu;j;mu
31851;strauss;n;strauss
31852;panorámica;j;panorámico
31853;traspiés;n;traspiés
31854;tirones;n;tirones
31855;celulitis;n;celulitis
31856;intimista;j;intimista
31857;cátodo;n;cátodo
31858;solita;n;solita
31859;otorgue;v;otorgue
31860;inmunoglobulinas;n;inmunoglobulina
31861;yuan;n;ir
31862;cum;j;cum
31863;segun;n;segun
31864;car;n;car
31865;picado;n;picado
31866;populismo;n;populismo
31867;verosimilitud;n;verosimilitud
31868;veintitantos;j;veintitantos
31869;tendiente;j;tendiente
31870;terruño;n;terruño
31871;oralmente;r;oralmente
31872;prolijamente;r;prolijamente
31873;encomiable;j;encomiable
31874;heces;n;hez
31875;alvaro;n;alvaro
31876;memorización;n;memorización
31877;difteria;n;difteria
31878;human;v;humar
31879;pagarés;n;pagaré
31880;meningitis;n;meningitis
31881;desinformación;n;desinformación
31882;botánicos;n;botánicos
31883;escrupulosamente;r;escrupulosamente
31884;hinchada;n;hinchada
31885;gangrena;n;gangrena
31886;imperceptiblemente;r;imperceptiblemente
31887;incompetencia;n;incompetencia
31888;fi;n;fi
31889;reedición;n;reedición
31890;macro;n;macro
31891;hidrología;n;hidrología
31892;george;n;george
31893;retrovisor;n;retrovisor
31894;primavera;j;primavera
31895;discapacitados;n;discapacitados
31896;antonia;n;antonia
31897;taiga;n;taiga
31898;inteligentemente;r;inteligentemente
31899;indefensión;n;indefensión
31900;johnson;n;johnson
31901;túbulos;n;túbulo
31902;staff;n;staff
31903;intervencionismo;n;intervencionismo
31904;genéricamente;r;genéricamente
31905;bellamente;r;bellamente
31906;rabillo;n;rabillo
31907;deslumbramiento;n;deslumbramiento
31908;reflejos;j;reflejo
31909;radiología;n;radiología
31910;patricia;n;patricia
31911;faire;v;faire
31912;hidrólisis;n;hidrólisis
31913;trust;n;trust
31914;cava;n;cava
31915;descaradamente;r;descaradamente
31916;suárez;n;suárez
31917;zurdo;n;zurdo
31918;haberlas;v;haber
